,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,3,-1,1,2,-1,1,-1,1,-1,1,2,-1,1,-1,1,-1,1,2,-1,1,2,-1,1,2,3,-1,1,2,3,-1,1,2,3,-1,1,2,-1,1,-1,1,-1,1,-1,1,-1,1,2,-1,1,-1,1,-1,-2,1,-1,1,-1,-2,1,2,-1,-2,1,-1,1,2,3,4,-1,-2,1,2,-1,-2,1,-1,-2,1,-1,1,-1,-2,1,2,-1,1,-1,-2,-3,1,-1,1,-1,-2,1,-1,1,-1,1,-1,-2,1,2,3,-1,-2,1,-1,1,-1,1,-1,1,2,3,4,-1,-2,1,2,3,-1,1,-1,-2,1,2,-1,-2,-3,1,-1,1,-1,1
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-2,1,-1,-2,-3,1,2,-1,0,-1,1,2,3,-1,-2,-3,1,2,3,4,-1,-2,1,-1,1,-1,-2,-3,-4,1,-1,1,-1,-2,1,2,-1,-2,1,-1,1,2,-1,1,-1,-2,1,2,-1,-2,-3,1,-1,1,-1,1,-1,-2,1,-1,1,-1,-2,1,2,3,4,5,-1,-2,1,2,3,-1,-2,1,2,-1,-2,-3,1,-1,1,2,3,-1,1
1103,0,0,0,0,0,0,0,0,0,0,1,2,-1,-2,1,-1,1,-1,-2,-3,1,2,3,-1,1,-1,1,2,-1,-2,-3,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,1,-1,1,-1,-2,1,2,-1,1,0,-2,1,2,3,-1,-2,1,-1,1,2,3,-1,-2,1,-1,-2,-3,1,2,3,4,5,-1,-2,-3,1,2,3,-1,1,2,3,4,-1,-2,-3,-4,1,2,3,-1,-2,-3,1,2,3,4,-1,-2,1,-1,1,-1,1,2,3,-1,1,-1,-2,-3,1,-1,1,-1,-2,1,-1,1,2,3,-1,-2,1,-1,-2,-3,1
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-2,-3,1,-1,1,2,-1,1,0,-1,1,-1,1,2,3,-1,1,2,-1,1,-1,-2,1,-1,-2,1,2,-1,1,2,-1,1,-1,-2,1,-1,-2,1,2,-1,1,2,-1,1,-1,-2,1,-1,-2,-3,-4,1,-1,1,2,3,-1,-2,1,-1,1,-1,1,2,3,-1,1,2,3,-1,1,-1,1,-1,1,2,3,4,-1,1,2,-1,1,-1,1,-1,1
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,2,-1,1,0,-1,1,-1,1,-1,1,-1,1,2,3,-1,1,-1,1,-1,-2,1,2,3,-1,1,-1,1,2,-1,1,2,3,-1,1,-1,1,2,3,4,-1,-2,1,-1,1,-1,-2,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,2,-1,-2,-3,1,2,-1,1,-1,1,-1,-2,-3,1,2,-1,1,2,-1,1,2,-1,-2,1
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,-1,-2,-3,1,-1,1,2,3,0,-1,1,2,-1,-2,-3,1,2,3,4,-1,-2,-3,1,-1,1,-1,-2,-3,1,2,3,-1,1,-1,1,2,3,-1,1,2,3,-1,-2,-3,-4,-5,1,2,-1,-2,-3,1,-1,1,2,3,-1,-2,1,2,-1,-2,-3,1,2,-1,1,-1,-2,-3,1,2,3,-1,1,-1,1,2,-1,1,-1,-2,1,2,3,-1,-2
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,1,-1,1,-1,1,2,-1,-2,0,-1,1,2,-1,-2,1,-1,1,2,-1,1,-1,-2,1,2,-1,-2,1,-1,1,2,-1,1,-1,-2,1,2,-1,1,-1,-2,1,2,3,4,-1,-2,1,2,-1,-2,-3,-4,-5,1,2,3,-1,1,2,-1,-2,-3,1,-1,1,-1,1,2,-1,-2,1,-1,1,-1,1,-1,1,2,-1,1,2,-1,1,-1,1,-1,1
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
